,username,text,likes,date
140,@madame_delima,neither man nor woman ♡  🎤: TOMBOY by (G)I-DLE,123,"Dec 7, 2023 · 6:59 AM UTC"
141,@QudsNen,"Breaking | British Foreign Minister: ""We stand with Israel in its right to defend itself, and it must abide by international humanitarian law.""",401,"Dec 7, 2023 · 9:45 PM UTC"
142,@cecild84,"Rather than Kenya and Malawi sending our people to Occupied Palestine as slaves and putting their lives in mortal danger, why can't we build our own farms, get them to work in it, and solve our food insecurity challenges.  Shame on Malawian and Kenyan leaders.",7,"Dec 7, 2023 · 11:33 PM UTC"
143,@iskandrah,"Michael Jackson's handwritten 1993 poem, ""Palestine Don't Cry,"" is in a private collection after auctioning in 2010, following Jackson's death the previous summer. #FreePalestine",660,"Nov 23, 2021 · 4:01 AM UTC"
144,@BenFRubinstein,His blood is on your hands @bariweiss,730,"Dec 7, 2023 · 9:03 PM UTC"
145,@JonathanHart54,"Better yet, who decided that “swearing” is even a bad thing? They’re literally just words",1847,"Dec 7, 2023 · 7:53 PM UTC"
146,@nlfrpthn,From the river to the sea Palestine will be free.,0,"Dec 8, 2023 · 3:38 AM UTC"
147,@ferniesbookclub,Hatred for people of color manifests itself in physical and emotional violence on a systematic level  Resentment against white people is a response to centuries of this violence.  They are not the same at all.,25155,"Dec 7, 2023 · 5:23 PM UTC"
148,@DrLoupis,Israeli soldiers just MURDERED a civilian holding a PEACE FLAG and his kids.  Israel is a terrorist state!🇮🇱,24456,"Dec 7, 2023 · 10:47 PM UTC"
149,@zoo_bear,"Ever since the beginning of the Israel-Palestine war, Indian Right Wing social media influencers have weaponized disinformation to spearhead the anti-Palestine propaganda campaign on social media. An Alt News analysis | @shinjineemjmdr https://www.altnews.in/israel-palestine-conflict-how-the-indian-right-wing-spearheaded-disinformation-and-propaganda/?utm_source=website&utm_medium=social-media&utm_campaign=newpost",1111,"Dec 7, 2023 · 3:31 PM UTC"
150,@TartNenas666,#Israel will never exist on the world map!!never be a state!!once a refugee forever will refugees 🇮🇱💩🇮🇱💩🇮🇱💩 #FreePalestine #PalestineWillBeFree #Palestine_Genocide #IsraeliLies #IsraelApartheidState #IsraelTerorrist  🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸🇵🇸,479,"Dec 5, 2023 · 7:11 PM UTC"
151,@AnnEliseMcLaug1,Hatzalah has funneled support to IDF by donating 5 ambulances & kits for IDF soldiers.  That is direct support to IDF. Employees fired at Goldies for publicly supporting Palestine. Solomonov apologized.  https://www.inquirer.com/news/philadelphia/goldie-employees-fired-palestine-flag-pins-20231206.html,0,"Dec 8, 2023 · 3:38 AM UTC"
152,@Chat30153478,Pro Palestine logic have the same IQ as a break.,0,"Dec 8, 2023 · 3:38 AM UTC"
153,@ShaykhSulaiman,"BREAKING: ISRAELIS ADMITS TODAY'S ARRESTS WERE NOT HAMAS  In a statement, the Israeli spokesman states that Israel arrested Palestinians who may not be part of Hamas, as they were in Hamas hotspots.",7822,"Dec 7, 2023 · 7:18 PM UTC"
154,@AbuMrouj,"I have listened to you for years.  I have never heard you condemn ethnic cleansing in Palestine, or Israel's military occupation, or the shameful blockade of Gaza.   Now, a genocide is happening, in your name, and you play games with false accusations?   What a shande.",0,"Dec 8, 2023 · 3:38 AM UTC"
155,@smol_boye_bear,...where car,0,"Dec 8, 2023 · 3:38 AM UTC"
156,@malaymail,"Aman Palestin probe: Donations meant for Palestine allegedly used to buy gold and properties, says MACC source dlvr.it/Szs1Cr",5,"Dec 8, 2023 · 2:53 AM UTC"
157,@drewsforevers,She‘s literally going insane but at least she admitted she‘s had botox done and that she doesn‘t care about Palestine at all,326,"Dec 7, 2023 · 10:04 PM UTC"
158,@RebelComicNerd,I have an interview tomorrow! Wish me luck! I'm nervous yet excited! 😅,3,"Dec 8, 2023 · 3:38 AM UTC"
159,@GodofEarth79,"OF COURSE thats his name. OF COURSE he said ""Free Palestine"". Looks like another False Flag. People don't think logically. Why the FUCK would Pro-Palestine People behave this bad, carry out ""attacks"", and Riot making themselves look bad? They wouldn't.",0,"Dec 8, 2023 · 3:38 AM UTC"
160,@Papapishu,gonzo please say something about Palestine,3016,"Dec 8, 2023 · 1:42 AM UTC"
161,@selenagchart,Lauren Jauregui has unfollowed Selena Gomez on Instagram after her disgusting comment not caring about Palestine. 🇵🇸,4086,"Dec 8, 2023 · 1:00 AM UTC"
162,@JanvierChando,EVEN HIS ENEMIES CRIED: The Assassination of Yitzhak #Rabin of #Israel https://amazon.com/EVEN-HIS-ENEMIES-CRIED-Assassination/dp/B0939S75S4/ref=sr_1_1?crid=1VGUX6DE62DC9&keywords=rabin+chando&qid=1695766656&sprefix=rabin+chando%2Caps%2C50&sr=8 #EvenHisEnemiesCried #ConflictResolution #War #Peace #ArabIsrealiWar #ArabIsraeliConflict #ColdWar #Arabs #GBR #Egypt #Jordan #Syria #MiddleEast #Israelis #Palestinians #Palestine #USA,1,"Nov 24, 2023 · 4:24 AM UTC"
163,@dearpalestine_,Never stop talking about Palestine! 🇵🇸🇵🇸  #FreePalestine #SahabatPalestina_ID,25,"Aug 11, 2023 · 2:58 PM UTC"
164,@JessHealyWalton,Their lines were all busy but I’ll try again later,0,"Dec 8, 2023 · 3:38 AM UTC"
165,@jenjajeh,"No matter how many of us they imprison, they kill, they torture, Zionists will NEVER WIN. They will never know peace or gain legitimacy. There are millions of us in diaspora, it has been 75+ years and we will continue to fight for Palestine and our people until liberation.",83,"Dec 8, 2023 · 1:07 AM UTC"
166,@YLIZYETHS,Defend the f israel from what? Kids?,0,"Dec 8, 2023 · 3:38 AM UTC"
167,@Tam_Khan,May Allah bring peace & victory to the people of Palestine. Protect them from the terrorist onslaught they’ve been facing for 75 years+. The genocide by the hands of the facist Israel. No greater power than the whole ummah uniting in Prayer & Dua. Alhamdhulillah #FreePalestine,144,"Dec 8, 2023 · 2:23 AM UTC"
168,@sambrazington,"You can’t curse cause it’s a ""family broadcast"" but promoting 21+ gambling sites as well as 21+ alcohol is completely fine.   Like what?",4474,"Dec 7, 2023 · 5:03 AM UTC"
169,@MnikaLee,Game workers: *tries to thank fellow game devs or tries to talk about inclusion and representation meaning so much in games*  The Game Awards:,3369,"Dec 8, 2023 · 1:55 AM UTC"
170,@IsraelDefenseF,We've been getting a lot of bad PR lately which is why we're thinking of renaming our country to: Palestine.  Everyone loves Palestine right?,403,"Dec 8, 2023 · 2:34 AM UTC"
171,@BrettOdesa,So a dead body in a truck being spat on by Palestinians is fan fiction? We’re sticking to that story? That’s why no one is taking you free Palestine people seriously. You live outside of reality.,0,"Dec 8, 2023 · 3:38 AM UTC"
172,@ShaimaZiara,"I still cannot believe it’s true… Dr. Refaat has been my mentor, professor, and friend since I was 14 years old and during my most formative years. And I never stopped learning from him to this day. He had a huge role in shaping who I am and my world view.",8435,"Dec 7, 2023 · 10:25 PM UTC"
173,@way_light_7890,We love Palestine which is free from your presence😒So why don't you remove your existence from Palestine instead of renaming your country as it will be quite a hassle for you.,0,"Dec 8, 2023 · 3:38 AM UTC"
174,@CesarPalafox,"You can’t have people mention unions, layoffs, or Palestine if you don’t give them time to do it  ☠️",84,"Dec 8, 2023 · 1:59 AM UTC"
175,@Louis_Allday,"When Palestine is liberated and Israel falls as it eventually will, its memory will be recalled as a mere blip in history, just like Rhodesia –remembered only for its racism, the enormous violence it perpetrated and as a cautionary tale of the dangers of supremacist ideologies.",8211,"Oct 14, 2023 · 3:22 PM UTC"
176,@Lowkey0nline,"""What should we do? drown? commit mass suicide, is that what Israel wants?""  The haunting words of Dr. Refaat al-Areer, who has now been killed by Israel in Gaza.",35895,"Dec 7, 2023 · 8:13 PM UTC"
177,@thejournal_ie,Dublin City has twinned with Ramallah in Palestine after a formal City to City Friendship Agreement was signed.  The agreement was formally signed today by Lord Mayor of Dublin Daithí de Róiste and Mayor Issa Kassis of Ramallah. Read more: jrnl.ie/6242848t,495,"Dec 7, 2023 · 12:29 PM UTC"
178,@Arbeit_Fish,Zephaniah was a long-time supporter of Palestine liberation - it was absolutely an integral part of his life's work - I don't think he would be upset that I mention it as part of an epitaph at a time when thousands of Palestinians are being murdered,2368,"Dec 7, 2023 · 11:32 AM UTC"
179,@AAbubakar43601,You can't beat a nation that never give up!💔🇯🇴 Every where palestine always and forever 🇯🇴🇯🇴,272,"Dec 7, 2023 · 7:36 PM UTC"
180,@dearpalestine_,"The world remains silent on what's happening in Jenin, Palestine the same way they remained silent in 1948 and 1967 🇵🇸  #FreePalestine #SahabatPalestina_ID",26,"Aug 2, 2023 · 12:55 PM UTC"
181,@MiddleEastEye,"“Keir, how many more children in Palestine have to die before you call for a ceasefire?... Where is your humanity?”  Keir Starmer, the leader of the Labour Party in the UK, was confronted on his trip to Glasgow, where he is due to attend the Scottish Labour Gala Dinner",2156,"Dec 7, 2023 · 6:28 PM UTC"
182,@_peachycub,I cannot believe that they’re still going on with this narrative. They HAVE to know that the world can see what’s going on. They have to know how insane they sound when they spew this bs.,0,"Dec 8, 2023 · 3:38 AM UTC"
183,@robrousseau,"I agree Paul, we don't talk enough about how this all started because of the Israeli occupation of Palestine and the brutal apartheid system that they have put in place",2217,"Dec 7, 2023 · 3:52 PM UTC"
184,@MuhammadSmiry,lsrael killed 350 Palestinians in the last 24 hours in Gaza  The total without the missing is 17177.,27603,"Dec 7, 2023 · 12:17 PM UTC"
185,@hl2cool,"Yo, I didn't know people with adhd were so quirky and random! 🤣🤣🤣 Keep on memeing, blud!",614,"Dec 7, 2023 · 5:18 AM UTC"
186,@ShimaUsool,"When #Jesus comes back inshaAllah, there won't be #Jews in #Palestine just #Muslims  That's wat I believe, that the jews shall never continue occupying it when dajjal; antimessiah comes out, he'll come accompanied by 70.000 jew from #Iran &he'll be trapped in #AlQuds by us ALBANY",1,"Dec 7, 2023 · 8:03 PM UTC"
187,@ONE_MILLET,🔴Her scream will destory the coward Muslims who are afraid of fighting for innocents.  #ArmiesToPalestine #ArmiesToGaza #FreePalestine #Palestine #Gaza #Israel #أبوعبيدة,33,"Dec 6, 2023 · 9:05 AM UTC"
188,@ashoswai,"This is Gaza! If these images have not troubled you for the last two months, this is not going to bother you now. See a doctor.",51878,"Dec 7, 2023 · 5:22 PM UTC"
189,@ih8petewentz,yeah,127,"Dec 8, 2023 · 12:21 AM UTC"
190,@samah_fadil,alleged abuse against white bodies will always be worse in their minds than real abuse against black and brown bodies. always.,27150,"Dec 7, 2023 · 3:33 PM UTC"
191,@MiddleEastEye,"Professor Refaat Alareer was killed by Israeli forces, his friend announced on Thursday.  Alareer was a co-founder of the ‘We Are Not Numbers’ project, a professor at the Islamic University of Gaza, and one of Gaza's most prominent writers, poets & activists",1348,"Dec 7, 2023 · 11:01 PM UTC"
192,@PlotBnuy,Genuinely I wouldn't be surprised. They've been really dodgy regarding the industry protests and Palestine...,0,"Dec 8, 2023 · 3:38 AM UTC"
193,@MuhammadSmiry,"This street was crowded with people  Now there only a few people, Around 10 drones are above us!  Khan Younis, Gaza, Palestine",9592,"Dec 7, 2023 · 1:13 PM UTC"
194,@rim_aj,#TheGameAwards is so scared to address the war in Palestine that it became The Game Ads.,152,"Dec 8, 2023 · 2:36 AM UTC"
195,@huwaidaarraf,"One of the last things that Refaat wrote: ""If I must die, you must live to tell my story..."" Pledge to tell his story; make sure that your kids and grandkids tell his story and the story of Palestine. Make sure no one ever forgets that world leaders who proclaim a monopoly on morality enabled the genocide of a beautiful people whose only crime was they refused to accept subjugation and continued to insist on their right to live free. Rest in power Refaat. Your story is our story. https://x.com/itranslate123/status/1719701312990830934?s=20",1113,"Dec 7, 2023 · 9:03 PM UTC"
196,@fitnfuII,My family are in dire need of leaving gh4zz4 and seeking safety. Please spread this as much as you can and donate with anything you have. The expenses of leaving have spiked extravagantly and it’s too much to bear on our own.,653,"Dec 7, 2023 · 9:20 PM UTC"
197,@Emilkyanite,omg what happened pookie ??,0,"Dec 8, 2023 · 3:38 AM UTC"
198,@nemahsis,"the UN pulling aid entirely from Yemen, one of the poorest countries in the world, for standing up for Palestine will never leave my mind. only the old washed up white people that couldn’t make a  difference in the world through “talent” or impact resort to fake philanthropy.",3472,"Dec 7, 2023 · 1:38 PM UTC"
199,@softyellowpetal,I’m so sick of him 😭😭,0,"Dec 8, 2023 · 3:38 AM UTC"
200,@GangstHannah,"Yeah, fuck this, I'm gonna go smoke a joint.  I want an event that celebrates game devs without making jokes about crunch or preventing winners from thanking their teams properly, talking about game industry layoffs or the genocide in Palestine.  Whatever this is, isn't for us",512,"Dec 8, 2023 · 1:46 AM UTC"
201,@jamesdgreig,If people want to complain about TikTok radicalising young people into supporting Palestine they need to reckon with the fact that the most effective anti-Israel propaganda is being posted by the IDF itself,87935,"Dec 1, 2023 · 4:54 PM UTC"
202,@Pani_Artz,Me when I saw that:,2,"Dec 8, 2023 · 3:35 AM UTC"
203,@NapatanKing,"Despite the genocide that Israel is perpetrating in Palestine, very sad....",0,"Dec 8, 2023 · 3:38 AM UTC"
204,@prettylupins,"This is how Al Azhar University of Gaza looked before and after Israel's genocidal attack on the  Gaza Strip, Palestine. 💔  #FreePalestine #StandWithPalestine #NeverForget #2023inPalestine",8,"Dec 7, 2023 · 5:24 AM UTC"
205,@samah_fadil,when you're trying to make a point about antiblackness and end up admitting that no one in your family is actually from the levant or palestine,6252,"Dec 7, 2023 · 11:30 AM UTC"
206,@giftii_24,Some of y’all act so high and mighty when y’all literally support genocide in ur own countries but it’s ’free Palestine’ huh,0,"Dec 8, 2023 · 3:38 AM UTC"
207,@kthalps,This was his last tweet. Biden and Kamala should be read it allowed wherever they go. Remind them his blood is on their hands. His kids are orphaned by their actions.,1516,"Dec 7, 2023 · 8:20 PM UTC"
208,@dearpalestine_,Long live the Palestinian resistance 🇵🇸  #FreePalestine #SahabatPalestina_ID,20,"Jul 16, 2023 · 11:58 AM UTC"
209,@sambrazington,Jokes aside who decided swearing on air is the worst thing ever but promoting gambling every 20 seconds to kids is fine,63871,"Dec 7, 2023 · 5:00 AM UTC"
210,@Impaler_1986,we want to see paxtan getting involved in palestine...go paxtan go...,0,"Dec 8, 2023 · 3:37 AM UTC"
211,@Dr_SadiaAz,"Belgium film maker and activist Thomas Maddens comes out in support of Palestine 🇵🇸   ""4 hour pauses on a genocide is still a genocide"" he says!!!!!",2199,"Dec 4, 2023 · 9:34 PM UTC"
212,@CRYPTIDW00RM,she tri on my gun til i 💥,9130,"Apr 6, 2023 · 2:07 PM UTC"
213,@ImaIsBack,This will only give more harm than good to Palestine cause,4,"Dec 8, 2023 · 3:12 AM UTC"
214,@Dlsintegrating,"""They're not even trying"" no they never wanted to. This is mockery to a whole different level, how does someone have the heart to do this to children who are literally starving",13864,"Dec 7, 2023 · 3:15 PM UTC"
215,@azaizamotaz9,"Israeli army arrested Palestinian civilians from a school in Beit Lahia in the north of Gaza Strip, and forced them to take off their cloths and left them in the cold street before detaining them They were all civilians",74146,"Dec 7, 2023 · 8:51 PM UTC"
216,@sharkoomi,he’s a fucking liar.,391,"Dec 7, 2023 · 5:10 PM UTC"
217,@KashifArsalaan,Sorry Palestine Muslim Ummah is sleeping,709,"Dec 7, 2023 · 5:12 PM UTC"
218,@daisyscherry,meee omg,1,"Dec 8, 2023 · 3:37 AM UTC"
219,@OpIndia_com,“People of Palestine have high expectations from Pakistan”: Hamas leader Ismail Haniyeh urges ‘brave’ Pakistan to help Gaza against Israel  https://www.opindia.com/2023/12/hamas-leader-ismail-haniyeh-urges-brave-pakistan-to-help-gaza-against-israel/,20,"Dec 8, 2023 · 3:30 AM UTC"
220,@AnishDLS1,"We won something, this at least gives me consolation if it doesn’t win GotY, lol.",1,"Dec 8, 2023 · 3:37 AM UTC"
221,@DrKarimWafa,It’s normal that you feel like you can’t go back to your regular life as an entire genocide is taking place in front of our very eyes. There are some things we should stop sugarcoating. You’re adults and fully capable of handling the news. Raise awareness. Talk about Palestine.,746,"Dec 7, 2023 · 6:44 AM UTC"
222,@AmbTrigunayat,Looking at the 'Day After' in the #israelhamaswar #westasiancrisis .Even though Crystalgazing but quite tenable under the current disorder and  imbecile International system and almost absent global governance . #geopolitics #Palestine #Israel #Gaza #MEPP https://www.cnbctv18.com/world/two-months-of-israel-hamas-war-pm-netanyahu-gaza-to-be-zone-d-18508361.htm,4,"Dec 8, 2023 · 1:44 AM UTC"
223,@roarmoreau,batstarion?,20,"Dec 8, 2023 · 3:28 AM UTC"
224,@kambale,Sounds like Rwanda… wait… that sounds like Israël!  #Palestine #FreePalestine #Congo #CongoIsBleeding #FreeCongo,4,"Dec 8, 2023 · 2:42 AM UTC"
225,@xtinalasirena,"I don’t understand why this has men’s panties in a bunch. You didn’t buy it, and you didn’t have the se- oh now I see",0,"Dec 8, 2023 · 3:37 AM UTC"
226,@samah_fadil,this video should be etched into our minds. watch until the end. rest in peace Refaat.,5240,"Dec 7, 2023 · 8:29 PM UTC"
227,@loreleismells,I have to pour milk on my head TOTK wins best action game. A game that didnt fix the flurry rush bugs or improve the combat at all. Wild,0,"Dec 8, 2023 · 3:37 AM UTC"
228,@girlbossonfilm,you already refuse to use your platform to spread awareness about palestine because you think it’s not enough. you silently donate to the IDF masking it as humanitarian aid and now you’re joking about speaking about palestine. selena gomez you are a fucking loser.,11609,"Dec 7, 2023 · 10:14 PM UTC"
229,@Timesofgaza,"Khan Younis | After being subjected to yet another series of airstrikes earlier today, search and rescue efforts attempt to retrieve those who are still alive.",16087,"Dec 7, 2023 · 11:30 AM UTC"
230,@richimedhurst,"Israel has the right to exist.  Just not in Palestine, on top of other people's land.   Let Europe and the United States give Israel their land since they love it so much.",25989,"Dec 6, 2023 · 3:36 PM UTC"
231,@auliyanbarr,we're here for palestine!,0,"Dec 8, 2023 · 3:37 AM UTC"
232,@waterislife77,The only way to free Palestine is to free them from Hamas.,0,"Dec 8, 2023 · 3:37 AM UTC"
233,@mambetysblues,people say ceasefire more than they say free palestine n i think therein lies the problem,34,"Dec 7, 2023 · 10:34 AM UTC"
234,@mzw007,Flag of Palestine to be raised in Downtown Fresno https://www.yourcentralvalley.com/news/local-news/flag-of-palestine-to-be-raised-in-downtown-fresno/,0,"Dec 8, 2023 · 3:37 AM UTC"
235,@Kusumsayss,"THIS. THIS IS WHAT MOST BOLLY ACTORS DON'T UNDERSTAND.  I'm loving her, the girl with curls you've my heart love. ❤",0,"Dec 8, 2023 · 3:37 AM UTC"
236,@nesleehan5,tears of kingdom SLAY,0,"Dec 8, 2023 · 3:37 AM UTC"
237,@SaulStaniforth,"The BBCs Jeremy Bowen spelling it out here. The USA and the UK are complicit in the killing, because they're giving Israel the time it needs to complete the slaughter.",1943,"Dec 7, 2023 · 7:27 PM UTC"
238,@taraxrh,You wrote an article on October 11th after almost 1000 Palestinians in Gaza had been killed demonising Palestinian resistance and not even saying the word Palestine or Palestinian once. You quietly edited it after you (rightfully) got backlash for your stupid piece. You don’t get to grieve or be “sickened by his loss”,4555,"Dec 7, 2023 · 10:36 PM UTC"
239,@JClickbaited,Israel-Palestine war: Protesters blockade UK factories building F-35 warplane parts used by Israel | Middle East Eye https://www.middleeasteye.net/news/israel-palestine-war-protesters-blockade-uk-factories-f35-parts-israel,0,"Dec 8, 2023 · 3:37 AM UTC"
240,@LahiruM69253160,"Is it a problem to be a gay? And who the f*ck are telling to be straight. Talk to these guys, and ask why the f*ck protest for Palestine who is giving the death penalty for being gay. This is why 🤡 clown's like doesn't know about democracy.",0,"Dec 8, 2023 · 3:37 AM UTC"
241,@rinasrodrigo,yass,0,"Dec 8, 2023 · 3:37 AM UTC"
242,@ThumpForTrump,This is legal Palestine. It literally runs from the River to the Sea. As West Bank is connected to Gaza via a land corridor.   So @RashidaTlaib is right: it is NOT a call for genocide.   @abbydphillip @lawler4ny @JamaalBowmanNY,0,"Dec 8, 2023 · 3:37 AM UTC"
243,@ZeesterMeester,"As much as I love recognizing devs in games and it’s much needed it’s incredibly hard to see the game awards and so much silence. Pandering to Hollywood for perceived legitimacy, silence of Palestine, Willy Wonka as a presenter when nearly 10k devs laid off.",158,"Dec 8, 2023 · 12:38 AM UTC"
244,@Lucas_Gage_,"Shut the fuck up.  No one is calling to genocide the ""Jewish community,"" yet, your satanic brethren are actually carrying out a genocide right before the entire world.  Why are you people always lying; always projecting; and always crying in pain as you strike others?",2945,"Dec 7, 2023 · 10:24 PM UTC"
245,@CRYPTIDW00RM,oh my god its them its skip and the loafers,3839,"Apr 9, 2023 · 2:57 PM UTC"
246,@jakeshieldsajj,These are civilians pulled out of a refugee camp not Hamas   Hamas is hiding in tunnels and armed unlike these people,18695,"Dec 7, 2023 · 9:18 PM UTC"
247,@Remroum,"Notice how it’s not sexual abuse when Israel strips hundreds of Palestinians down to their underwear and blindfolds them. It’s not about victims, it’s about who gets to be a victim.",579,"Dec 8, 2023 · 2:11 AM UTC"
248,@Aldanmarki,The UN World Food Programme has cut aid to roughly 80% of the Yemeni population due to Yemen's active and ongoing support for Palestine.  Yemen is the poorest Arab country in the world. Punished for being on the right side of history.,21507,"Dec 3, 2023 · 12:03 PM UTC"
249,@HazardousAnima,Sleeping early or waking up at 2am?,0,"Dec 8, 2023 · 3:37 AM UTC"
250,@angeloinchina,⚡️The Hebrew media is in a state of madness because of the videos published by Al-Qassam,3428,"Dec 7, 2023 · 9:37 AM UTC"
251,@lenaruthsolow,"I love being Jewish, I love Jewish holidays, I love Jewish rituals, I won’t let Israel take this away from me and turn it into something that means violence and horror   Not in our name  Free Palestine Chag sameach",806,"Dec 8, 2023 · 1:03 AM UTC"
252,@PopCulture2000s,"13 years ago, nicki minaj drops ‘moment 4 life’",8531,"Dec 8, 2023 · 12:11 AM UTC"
253,@_crxssroads_,he won’t be cis after I’m done with him,7,"Dec 7, 2023 · 5:37 PM UTC"
254,@Dreadtaichou,"Rest in power Refaat, may the people of Palestine be free🇵🇸",34,"Dec 8, 2023 · 2:18 AM UTC"
255,@OrgAotearoa,Image description: Picture of Green Brigade (leftwing ultras of Scots club Celtic FC) showing solidarity with Palestine.,0,"Dec 8, 2023 · 3:37 AM UTC"
256,@Fkkuromi,The Samaritans are the only indigenous Jews to Palestine not those fucking white colonizers that are murdering the Palestinians and stealing their lands,4,"Dec 8, 2023 · 3:30 AM UTC"
257,@MDABBASKHATRI1,We always with Palestine 🇵🇸❤,0,"Dec 8, 2023 · 3:37 AM UTC"
258,@valbistan,Starbucs I boycott🔻  Until Palestine is free✌️🇵🇸,90,"Dec 7, 2023 · 10:23 PM UTC"
259,@mikopeled,"Demanding sanctions against Israel, no-fly zone over Gaza, dismantling apartheid & a free democratic Palestine w equal rights from the River to the Sea Now! At MIT last night.",3740,"Dec 7, 2023 · 5:48 AM UTC"
260,@Kevin95958680,As a ruler of Palestine and eventually the entire middle east,0,"Dec 8, 2023 · 3:37 AM UTC"
261,@Honeyfarsafi,I wish nothing than Palestine to be liberated ya Rabb🥹🥹🥹,162,"Dec 7, 2023 · 9:37 PM UTC"
262,@AdamantxYves,"Also, there are only like 3 more Thursdays left in the year lol. Bye!  Keep boycotting, y'all! They're feeling it!",26728,"Dec 7, 2023 · 9:15 AM UTC"
263,@PBalian11,"Starbucks decided to sue the Starbucks Workers Union for a post on X they made in solidarity with Palestine.  In the past 2 months, Starbucks lost $12 billion in market value and is facing store closures and even bankruptcy in many countries.  My home made coffee is much better than the overpriced Starbucks’ coffee.  #BoycottStarbucks #StarbucksNoMore",602,"Dec 6, 2023 · 3:15 PM UTC"
264,@StopAntisemites,"UMass Amherst - another antisemitic fiasco on campus as SJP (Students for Justice in Palestine) shuts down a dining hall yesterday, screaming “intifada revolution”.   Imagine being a Jewish student here.",4241,"Dec 7, 2023 · 12:52 PM UTC"
265,@gshourly,baby aeri was so adorable ♡,1164,"Dec 8, 2023 · 12:43 AM UTC"
266,@DrKarimWafa,seems like everybody is indigenous to Palestine except actual Palestinians,45527,"Dec 7, 2023 · 6:02 AM UTC"
267,@swilkinsonbc,Palestine Red Cross crews @PalestineRCS in Deir al-Balah in central #Gaza are currently working to recover several Palestinian casualties,274,"Dec 7, 2023 · 6:45 PM UTC"
268,@TarynJTucker,Set and Ready for the Release of #PinkFriday2 🎀 #GagCity #PF2,101,"Dec 8, 2023 · 3:28 AM UTC"
269,@jrseyhardy,Liberia on here twice…,0,"Dec 8, 2023 · 3:37 AM UTC"
270,@canarymission,"Kojo Acheampong -- legal name Jason -- is a leader of a Harvard University student group that signed a Harvard Palestine Committee statement that backed Hamas & blamed Israel for Hamas' massacre of 1,300+ Israeli citizens on October 7, 2023. https://canarymission.org/individual/Jason_Acheampong",589,"Dec 7, 2023 · 11:30 PM UTC"
271,@ishadowheart,dark haired goth girl save me save me dark haired goth girl,2109,"Dec 7, 2023 · 9:51 PM UTC"
272,@realstewpeters,There’s a trend here that’s becoming hard to ignore.,6670,"Dec 7, 2023 · 8:43 PM UTC"
273,@hussain786_fkh,May Allah protect the innocent children of Palestine,1169,"Dec 7, 2023 · 7:33 PM UTC"
274,@ao3loser,Exactly like 😭,0,"Dec 8, 2023 · 3:37 AM UTC"
275,@DaveDavisness,"You first, leave Palestine. Problem solved.",0,"Dec 8, 2023 · 3:37 AM UTC"
276,@1109lusi,"I need zls to film 2-3 modern drama so they could air it quickly to fill my empty lives 😭  But apparently her costume drama also didn't take long time to air consider wrtw, lltg and now shenyin air almost less than a year to 1 year on point 👀",20,"Dec 8, 2023 · 3:10 AM UTC"
277,@HumaZhr,"YOUR SILENCE KILLS  EVERY PERSON SPEAKING UP FOR PALESTINE MATTERS. EVERY SINGLE ONE.  keep talking, keep sharing 🇵🇸",283,"Dec 7, 2023 · 3:09 PM UTC"
278,@MalakaShwaikh,My sister just messaged me to say that Israel is carrying out summary executions of unarmed men in northern Gaza inside their homes. They force their families and children to watch the executions. They then let the women and children flee the scene. Ceasefire. Now.,21980,"Dec 7, 2023 · 8:29 AM UTC"
279,@ME_Observer_,⚡️#Hezbollah announces the killing of two #Israeli soldiers as a result of guided missiles being fired at them while they were climbing on a crane to install listening devices at the “Al-Raheb” site near the Lebanese border with Palestine.,335,"Dec 7, 2023 · 7:13 PM UTC"
280,@TheBunBunShop,People who use AI know so little about digital art that they fail to understand that what they are doing makes no sense.  Digital artists can literally SEE that it’s AI even when they try to cover it up because their drawing process is so nonsensical!,4418,"Dec 7, 2023 · 8:14 AM UTC"
281,@avecamourremus,ahhh thats so cutee,0,"Dec 8, 2023 · 3:37 AM UTC"
282,@tha_rami,"As we get ready for The Game Awards, today's Palestine news: Israel has declared it is unwilling to accept a Palestinian Authority government in Gaza after it completes its cleansing. It doesn't want to rule Gaza, and it doesn't want Palestinian rule. Destruction is what it wants",885,"Dec 8, 2023 · 12:02 AM UTC"
283,@OwenJones84,"This vile account - @AntisemitismEye - has long masqueraded as an anti-racist account.  They're using an image here of Palestinian men - no evidence they're Hamas fighters, at least one journalist has been identified - rounded up by the IDF.  Just look at the state of this.",11500,"Dec 7, 2023 · 4:18 PM UTC"
284,@Moqawamah_eng,"🔴✌️Muhammad Ahmed Saleh (31 years old), Malik Ahmed Omar (27). Martyrs Who rose on the borders of occupied Palestine in southern Lebanon as part of the Al-Aqsa Flood Battle while performing their combat duty.",204,"Dec 7, 2023 · 7:16 PM UTC"
285,@PakistanIKPTI,I stand with Palestine against terrorist state of Israel,0,"Dec 8, 2023 · 3:37 AM UTC"
286,@quackskirby,gen question  why cant we just throw men away?,121,"Dec 8, 2023 · 3:27 AM UTC"
287,@AoR3138,"🔻""Israeli"" losses today:  44 soldiers wounded/dead 12 vehicles damaged/destroyed  7 tanks damaged/destroyed 4 troop carriers damaged/destroyed 3 bulldozers damaged/destroyed",1187,"Dec 7, 2023 · 9:30 PM UTC"
