username,text,likes,date
@Kevin95958680,As a ruler of Palestine and eventually the entire middle east,0,"Dec 8, 2023 · 3:37 AM UTC"
@Honeyfarsafi,I wish nothing than Palestine to be liberated ya Rabb🥹🥹🥹,162,"Dec 7, 2023 · 9:37 PM UTC"
@AdamantxYves,"Also, there are only like 3 more Thursdays left in the year lol. Bye!  Keep boycotting, y'all! They're feeling it!",26728,"Dec 7, 2023 · 9:15 AM UTC"
@PBalian11,"Starbucks decided to sue the Starbucks Workers Union for a post on X they made in solidarity with Palestine.  In the past 2 months, Starbucks lost $12 billion in market value and is facing store closures and even bankruptcy in many countries.  My home made coffee is much better than the overpriced Starbucks’ coffee.  #BoycottStarbucks #StarbucksNoMore",602,"Dec 6, 2023 · 3:15 PM UTC"
@StopAntisemites,"UMass Amherst - another antisemitic fiasco on campus as SJP (Students for Justice in Palestine) shuts down a dining hall yesterday, screaming “intifada revolution”.   Imagine being a Jewish student here.",4241,"Dec 7, 2023 · 12:52 PM UTC"
@gshourly,baby aeri was so adorable ♡,1164,"Dec 8, 2023 · 12:43 AM UTC"
@DrKarimWafa,seems like everybody is indigenous to Palestine except actual Palestinians,45527,"Dec 7, 2023 · 6:02 AM UTC"
@swilkinsonbc,Palestine Red Cross crews @PalestineRCS in Deir al-Balah in central #Gaza are currently working to recover several Palestinian casualties,274,"Dec 7, 2023 · 6:45 PM UTC"
@TarynJTucker,Set and Ready for the Release of #PinkFriday2 🎀 #GagCity #PF2,101,"Dec 8, 2023 · 3:28 AM UTC"
@jrseyhardy,Liberia on here twice…,0,"Dec 8, 2023 · 3:37 AM UTC"
@canarymission,"Kojo Acheampong -- legal name Jason -- is a leader of a Harvard University student group that signed a Harvard Palestine Committee statement that backed Hamas & blamed Israel for Hamas' massacre of 1,300+ Israeli citizens on October 7, 2023. https://canarymission.org/individual/Jason_Acheampong",589,"Dec 7, 2023 · 11:30 PM UTC"
@ishadowheart,dark haired goth girl save me save me dark haired goth girl,2109,"Dec 7, 2023 · 9:51 PM UTC"
@realstewpeters,There’s a trend here that’s becoming hard to ignore.,6670,"Dec 7, 2023 · 8:43 PM UTC"
@hussain786_fkh,May Allah protect the innocent children of Palestine,1169,"Dec 7, 2023 · 7:33 PM UTC"
@ao3loser,Exactly like 😭,0,"Dec 8, 2023 · 3:37 AM UTC"
@DaveDavisness,"You first, leave Palestine. Problem solved.",0,"Dec 8, 2023 · 3:37 AM UTC"
@1109lusi,"I need zls to film 2-3 modern drama so they could air it quickly to fill my empty lives 😭  But apparently her costume drama also didn't take long time to air consider wrtw, lltg and now shenyin air almost less than a year to 1 year on point 👀",20,"Dec 8, 2023 · 3:10 AM UTC"
@HumaZhr,"YOUR SILENCE KILLS  EVERY PERSON SPEAKING UP FOR PALESTINE MATTERS. EVERY SINGLE ONE.  keep talking, keep sharing 🇵🇸",283,"Dec 7, 2023 · 3:09 PM UTC"
@MalakaShwaikh,My sister just messaged me to say that Israel is carrying out summary executions of unarmed men in northern Gaza inside their homes. They force their families and children to watch the executions. They then let the women and children flee the scene. Ceasefire. Now.,21980,"Dec 7, 2023 · 8:29 AM UTC"
@ME_Observer_,⚡️#Hezbollah announces the killing of two #Israeli soldiers as a result of guided missiles being fired at them while they were climbing on a crane to install listening devices at the “Al-Raheb” site near the Lebanese border with Palestine.,335,"Dec 7, 2023 · 7:13 PM UTC"
@TheBunBunShop,People who use AI know so little about digital art that they fail to understand that what they are doing makes no sense.  Digital artists can literally SEE that it’s AI even when they try to cover it up because their drawing process is so nonsensical!,4418,"Dec 7, 2023 · 8:14 AM UTC"
@avecamourremus,ahhh thats so cutee,0,"Dec 8, 2023 · 3:37 AM UTC"
@tha_rami,"As we get ready for The Game Awards, today's Palestine news: Israel has declared it is unwilling to accept a Palestinian Authority government in Gaza after it completes its cleansing. It doesn't want to rule Gaza, and it doesn't want Palestinian rule. Destruction is what it wants",885,"Dec 8, 2023 · 12:02 AM UTC"
@OwenJones84,"This vile account - @AntisemitismEye - has long masqueraded as an anti-racist account.  They're using an image here of Palestinian men - no evidence they're Hamas fighters, at least one journalist has been identified - rounded up by the IDF.  Just look at the state of this.",11500,"Dec 7, 2023 · 4:18 PM UTC"
@Moqawamah_eng,"🔴✌️Muhammad Ahmed Saleh (31 years old), Malik Ahmed Omar (27). Martyrs Who rose on the borders of occupied Palestine in southern Lebanon as part of the Al-Aqsa Flood Battle while performing their combat duty.",204,"Dec 7, 2023 · 7:16 PM UTC"
@PakistanIKPTI,I stand with Palestine against terrorist state of Israel,0,"Dec 8, 2023 · 3:37 AM UTC"
@quackskirby,gen question  why cant we just throw men away?,121,"Dec 8, 2023 · 3:27 AM UTC"
@AoR3138,"🔻""Israeli"" losses today:  44 soldiers wounded/dead 12 vehicles damaged/destroyed  7 tanks damaged/destroyed 4 troop carriers damaged/destroyed 3 bulldozers damaged/destroyed",1187,"Dec 7, 2023 · 9:30 PM UTC"
@cry_ptolover,u all are children of satan literally butchering everyone for the piece of land.. even your messiah will not help you and one day palestine will be liberated from occupation of sick evil re tard minded zionist.,0,"Dec 8, 2023 · 3:37 AM UTC"
@JAYVERSACE,my heart is hurting for Palestine,596,"Dec 8, 2023 · 2:17 AM UTC"
@only2beyourself,"Of course it does. It endangers Israel, it endangers the Jewish diaspora,  it endangers the ME, it risks the emergence of WW3  and it is destroying Palestine and it's peoples.",0,"Dec 8, 2023 · 3:37 AM UTC"
@swilkinsonbc,"Israeli troops round up Palestinian civilians, strip them, humiliate them; then I ask you, what comes next.. mass execution? @TheCradleMedia",14974,"Dec 7, 2023 · 3:16 PM UTC"
@snoozedaway,People keep posting Parallels between The Holocaust and what's happening in Palestine. And yet ...YET the world is too blind ..too cowardly to call for a fucking CEASEFIRE! What does Israel have on all of them ???,8,"Dec 8, 2023 · 1:02 AM UTC"
@missfalsteenia,"Palestine, the soul of our soul.",21487,"Dec 6, 2023 · 4:35 AM UTC"
@bbgunrenegade,"Saying the words ""elephant in the room""without mentioning the layoffs or Palestine is nasty work",1,"Dec 8, 2023 · 3:33 AM UTC"
@caitoz,"This is what's happening in Gaza every day while the propagandists weave tapestries of narrative to justify it and students at elite universities insist that the world revolves around how phrases like ""Free Palestine"" make their feelings feel.",1190,"Dec 7, 2023 · 10:28 PM UTC"
@itranslate123,"If I must die, let it be a tale.   #FreePalestine #Gaza",89066,"Nov 1, 2023 · 1:01 PM UTC"
@AJListeningPost,“What explains the Irish position [on Palestine] is a grasp of reality.”  Una Mullaly (@IrishTimes) @brendancbrowne and @ShonaMurray_ spoke with us about Ireland’s solidarity with Palestine amidst Israel’s war on Gaza.  Watch our full report by @Iraklista & @TariqNafi  ⤵️  https://invidious.no-logs.com/oucjZ7kkwKs?si=bgHhgZA3wdFzCOF8,166,"Dec 7, 2023 · 3:26 PM UTC"
@RyanWil62993886,Convince me Australia has not fallen We have a rotten commie liar P M We have huge Palestine immigration We destroy one of the major racecourses in Australia to build new homes for immigrants from Gaza Our schools protest for Palestine Schools finish the year two weeks early?,80,"Dec 7, 2023 · 8:00 AM UTC"
@s_m_marandi,"Iran will continue to support Hamas, Islamic Jihad, and all the Palestinian Resistance groups both inside Palestine and abroad.  The only solution is to end ethnic supremacism and apartheid across Palestine. Zionists must be defeated or sent back home to Europe.  #GazaHolocaust",73,"Dec 8, 2023 · 3:18 AM UTC"
@IranObserver0,The conversation between Putin and Raisi has been going on for more than four hours now.  They are going to hear reports from their ministers who have extensively negotiated,1458,"Dec 7, 2023 · 8:21 PM UTC"
@AsaWinstanley,"Our dear friend, colleague, comrade, brother and teacher, Dr Refaat Alareer has ascended to martyrdom.   We are left behind bereft.   We will take up your fallen pen, our dearest friend.   Long live the martyrs of Palestine. Refaat is eternal.",1812,"Dec 8, 2023 · 12:07 AM UTC"
@softyellowpetal,Ok GameSpot time to drop the digitals of Anthony I need to see his suit in HD,0,"Dec 8, 2023 · 3:37 AM UTC"
@AShihipar,"contrary to what pro Israel supporters argue, universities have punished students at an unprecedented rate in the past two months. NYU suspended a student for pulling down posters, Harvard evicted a student for blocking someone from filming, Brown had 25 jewish students ...",12927,"Dec 7, 2023 · 12:40 PM UTC"
@Name3309,Sorry but i can’t turn on this movie like many of you have. Still a very good movie unfortunately,4925,"Dec 7, 2023 · 4:55 PM UTC"
@Partisangirl,Even Anne Frank acknowledged the existence of Palestine.,143,"Dec 8, 2023 · 2:27 AM UTC"
@somari8591,200fucking9. People have commentated on Israel's abuse of Palestinians for years. This was never about October 7th. Open your fucking eyes.,40724,"Dec 6, 2023 · 5:24 PM UTC"
@mgarshad142,"#Israeliforces are killing innocent civilians. They are beheading them, who is Isis now. #israel & #US  both are Isis. #freefreepalestine #PalestineHolocaust #palestine",0,"Dec 8, 2023 · 3:37 AM UTC"
@DuskDoesNothing,im coming to save u !!!!,0,"Dec 8, 2023 · 3:37 AM UTC"
@Al_HindMuslims,"Palestine and the Information War  “If you're not careful, the newspapers will have you hating the people who are being oppressed, and loving the people who are doing the oppressing.” ― Malcolm X  Over two thousand years ago, the Chinese general and military strategist Sun Tzu recognized that wars are fought not only on the battlefield. “To win one hundred victories in one hundred battles is not the height of (military) skill”, he said. “To subdue the enemy without fighting, that is the height of (military) skill”.  To achieve this, Sun Tzu further said, ‘A leader who wants to go to battle must first unite his people behind him. The people must be convinced he has their interests at heart, and that these interests are fair, righteous and just. If at the same time the enemy can be divided and demotivated, the battle is likely to be won well before a sword is drawn or a shot is fired.”  In the modern world, countries follow Sun Tzu’s sage advice by engaging in information warfare. Information warfare is a narrative or a storyline that gives meaning to a series of events and occurrences. As such, a narrative guides people to a specific understanding, and thereby to specific opinions and feelings regarding what is happening around them.  A famous example of narrative warfare is America’s effort to win “hearts and minds” as part of its war in Iraq.[1] In order to unite Western audiences behind America’s plan to invade and occupy Iraq, the American military hired a private company, the Rendon Group, to change the image of Saddam Hussein from “evil but weak dictator” to “powerful evil dictator with weapons of mass destruction intent on causing war globally”.[2] And in order to discourage the people of Iraq from fighting in support of Saddam Hussein’s regime, America dropped more than 25 million leaflets in Iraq which encouraged Iraqi civilians and soldiers to not only see Saddam Hussein as the evil dictator he was, but also America as a benevolent liberator.[3] Thereafter, when the American military in Iraq began to be confronted by a popular resistance movement because it failed to act as a benevolent liberator, America launched a propaganda campaign to make the people believe the popular resistance was in reality a branch of Al Qaeda, led by a Jordanian with the name Musab Al Zarqawi. This was done firstly to hide the fact there was a popular resistance in Iraq, and secondly to get Western and Iraqi audiences to support America’s military actions against this popular resistance.[4]",1,"Dec 8, 2023 · 2:08 AM UTC"
@diosdinerodani,same,0,"Dec 8, 2023 · 3:37 AM UTC"
@jennineak,"less than two years ago everything turned blue and yellow overnight. every website I went to, every logo, every app, every institution. billboards, light displays. blue and yellow for ukraine. blue and yellow. and for palestine, for gaza, just darkness",1078,"Dec 8, 2023 · 1:56 AM UTC"
@BitoshiD,"Sam, keep speaking. We need your voice.  Israel is a nation recognized by the UN and world law. It's not going to become Palestine anymore than the California is going to become Mexico.",0,"Dec 8, 2023 · 3:37 AM UTC"
@levijun_,"While Taylor is a great and lovely artist, I remember that in 2018, Ressa was the Person of the Year during Duterte’s WAR on drugs. In 2022, it’s Ukraine’s President during WAR.   The media is deliberate on turning a blind eye to Palestine.",85,"Dec 7, 2023 · 4:37 AM UTC"
@AShihipar,this is horrifying. Mosab Abu Toha related earlier this morning on Democracy Now how he was stripped and beaten by Israeli forces. Palestinian men are so dehumanized that this type of assault is accepted and even encouraged.,102,"Dec 7, 2023 · 4:31 PM UTC"
@FarisSulaiman28,This is the reality of the cruel Israeli occupation..   Injustice will never last and Palestine will be free 🇵🇸  #Gaza_Genocide #Gaza_under_attack_now #FreePalestineFromIsraeINOW,0,"Dec 8, 2023 · 3:37 AM UTC"
@TacoBoy__,what is this dance called why does every character do it please i need to know,9848,"Dec 7, 2023 · 7:37 PM UTC"
@tenthslut,YESS you get it,1,"Dec 8, 2023 · 3:37 AM UTC"
@QudsNen,"After her daughter was murdered by the Israel occupation forces, the mother of this little angel helplessly said, ""I used to be the best mother in the world, and now I find myself the most sorrowful mother on earth, with the deepest resentment towards this world.""",2319,"Dec 7, 2023 · 8:19 PM UTC"
@slc_chris,Two states. Free the people of Palestine and you will have less hatred being fomented among the people. It's not complicated.,0,"Dec 8, 2023 · 3:37 AM UTC"
@nadirahzakariya,Most powerful women in media 2023 are all the women journalists in palestine.,34604,"Dec 6, 2023 · 3:08 AM UTC"
@drjclau,"FYI if you are wondering why the acceptance speeches at #TheGameAwards are so short and high level, the nominees were told they only had 30 seconds for an acceptance speech, after which the music would play them off to be “respectful to our time allotment and fellow acceptors”",1114,"Dec 8, 2023 · 2:34 AM UTC"
@RuberRubyy,since the elphelt leak was real:,3165,"Dec 7, 2023 · 8:00 PM UTC"
@NaksBilal,Further confirmation from the ambassador of Palestine stating that these men are indeed civilians abducted from a UN shelter (school).  The silence from the world is disturbing.,3003,"Dec 7, 2023 · 4:01 PM UTC"
@AerithCloud3,I wanna die I can’t live after this😭,112,"Dec 8, 2023 · 3:02 AM UTC"
@Hind_Gaza,Give me evidence,43914,"Dec 7, 2023 · 3:24 PM UTC"
@inejmydarling,"Calling booktwt. The editor of this anthology, @itranslate123 was killed by Israelis today. Refaat Alareer was an academic, a writer, a poet, and the voice of Gaza for the English-speaking world.  Please buy Gaza Writes Back. Read it. Share it.   May Refaat’s words live on.",1833,"Dec 7, 2023 · 9:20 PM UTC"
@ChristoSilvia,"Eh, I think the Stefanik rule (no advocating for genocide) is reasonable.  Of course wearing a ""free Palestine"" shirt is very much within bounds for college, but you could be fairly forbidden from wearing that shirt at work.",0,"Dec 8, 2023 · 3:37 AM UTC"
@ballbaring,annnnnnd what about Palestine? you piece of trash.,0,"Dec 8, 2023 · 3:37 AM UTC"
@mazquared,Now the time you can hide behind the ghorqod trees   #IsraeliNewNazism #SavePalestine #SahabatPalestina_ID,12,"Oct 16, 2023 · 11:15 PM UTC"
@IbnRiad,"Zionists are posting images of the civilians their criminal army has kidnapped, tied up and stripped naked. They mock them, call them ""unbelievably obese"", imply the blockade of Gaza isn't real. Nobody can convince me these aren't ghouls.  No human with a heart can act this way.",620,"Dec 7, 2023 · 8:37 PM UTC"
@RickVBVA,"Bowman belongs in jail and prosecuted for trying to stop congressional hearings. Rashida Talib I pray you move to Palestine on the very next flight, preferably the northern section.",0,"Dec 8, 2023 · 3:37 AM UTC"
@SpiritofLenin,"In 1952, Britain declared a state of emergency in Kenya Churchill  approved the forcible removal of the local population. Hundreds of thousands of Kenyans, including children, were forced into concentration camps, which became a site for ex3cutions.  Colonisers never change.",280,"Dec 7, 2023 · 5:01 PM UTC"
@DemonRedHat,True 🥺💙💙,0,"Dec 8, 2023 · 3:37 AM UTC"
@antonioguterres,"I've just invoked Art.99 of the UN Charter - for the 1st time in my tenure as Secretary-General.  Facing a severe risk of collapse of the humanitarian system in Gaza, I urge the Council to help avert a humanitarian catastrophe & appeal for a humanitarian ceasefire to be declared.",98543,"Dec 6, 2023 · 5:52 PM UTC"
@MY219374,Palestine forever ❤️🇵🇸🇵🇸,0,"Dec 8, 2023 · 3:37 AM UTC"
@wrcaifear,"In Gaza are sickening, I agree, but Hamas provocated Israel and is now paying the price. Free Palestine from Hamas, not Israel",0,"Dec 8, 2023 · 3:37 AM UTC"
@animegirlcrimes,"fuck it whatever ill just air out my grievances now i dont feel like carrying this shit anymore  i joined the omori team in 2019, i remember being invested in production right away because getting paid to do dev work on a game i like is basically my dream  (1/whatever)",4562,"Dec 7, 2023 · 11:23 PM UTC"
@sugarbabyy1_,"literally you can watch the stories on instagram. 1st two are israel, 2nd two are in Palestine.",0,"Dec 8, 2023 · 3:37 AM UTC"
@fatimazsaid,"Just a few days ago, you were mourning the killing of your students by Israel, Refaat.  How is it that we are now mourning you?   We will not rest until your killers, those in Israel, USA and across the world are brought to justice. We will not rest until Palestine is free.",294,"Dec 7, 2023 · 9:56 PM UTC"
@CensoredMen,"🇵🇸🇮🇱 Israel killed this man today.  Dr. Refaat al-Ar'eer (@itranslate123) was known as one of Palestine's most powerful voices and was a renowned academic.  Here was a poem he wrote named 'If I must die'.  ""If I must die,  you must live  to tell my story  to sell my things  to buy a piece of cloth  and some strings,  (make it white with a long tail)  so that a child, somewhere in Gaza  while looking heaven in the eye  awaiting his dad who left in a blaze-  and bid no one farewell  not even to his flesh  not even to himself-  sees the kite, my kite you made, flying up above  and thinks for a moment an angel is there  bringing back love  If I must die  let it bring hope  let it be a tale""  Refaat was killed in an Israeli airstrike on his home.  Israel targeted him.  Not Hamas,  They targeted HIM.  Israel went out of their way to specifically MURDER Refaat.  Do not forget this.  This is the reality of the Israeli terrorist regime.  May you rest in peace Dr. Refaat al-Ar'eer 💔🕊️  1978-2023  🇵🇸♥️",2064,"Dec 7, 2023 · 11:33 PM UTC"
@AShihipar,"The pro Israel argument is no longer tenable so what folks seek is total suppression. Faculty being fired and students being expelled for saying things like ""from the river to the sea"".",2608,"Dec 7, 2023 · 12:43 PM UTC"
@EsencialNatura,"They also face revenge. They are all hostages in Palestine. Not only because of Hamas but because of a diverse club of groups that post daily how they kick corpses and murder, This lady is risking her life. They should get them out of there now.",0,"Dec 8, 2023 · 3:37 AM UTC"
@AShihipar,a reminder that this is happening because Starbucks is pursuing action against its union for being pro Palestine. I wont ever buy from Starbucks again without a) a complete and total recognition of the union + no interference in union efforts and b) an apology.,250,"Dec 7, 2023 · 12:49 PM UTC"
@Kahlissee,Gaza is the new Holocaust.,1525,"Dec 7, 2023 · 11:47 PM UTC"
@dheuzb,"I've seen three types of clowns involved here. Right wing: Game is woke & porn and not for children.  Far Left: Games make men lazy, they should be out working in the fields, ¡viva la revelución! Muslims: Game is haram, also it's a tool of Zionists and Americans. Free Palestine!",0,"Dec 8, 2023 · 3:37 AM UTC"
@JeffSharlet,"We can oppose genocide in Gaza recognize the priority of Palestinian suffering, & denounce incidents such as this. Man shoots  twice outside synagogue full of kids 1st night of Hanukkah, declares ""Free Palestine."" Not like this. Let me hear you, friends. https://www.timesunion.com/news/article/shots-fired-near-temple-israel-18540350.php?IPID=Times-Union-HP-spotlight",429,"Dec 8, 2023 · 12:16 AM UTC"
@Lina4ka,"Arabs from the Arabian peninsula colonized the region in the 7th century. They lost control of the land long ago. The Ottomans ruled the land for centuries before the Brits. Arabs were GIVEN Jordan, Syria, Lebanon, Iraq, SA & Palestine. Thousands of Jew never left the region.",0,"Dec 8, 2023 · 3:37 AM UTC"
@YIAYTime,"""And I know you can empathize with the white Jesus that you think is named Jesus, but he's not; he's brown and his name is Isa (عِيسَى) and he lives in Palestine. Your Messiah would HATE Zionism, and there is so much Biblical evidence of that.""",7842,"Dec 7, 2023 · 3:14 PM UTC"
@OSPSF,Good Morning 🇵🇰  📸: A Gentleman Cadet from the State of #Palestine 🇵🇸 during training at the #Pakistan Military Academy.,1773,"Dec 7, 2023 · 6:28 AM UTC"
@5Pillarsuk,"""Keir Starmer you're facilitating Israel's genocide in Gaza... Stop the massacre of over 7,000 babies.""  Labour leader Keir Starmer is again confronted by a pro Palestine activist as he arrives in Glasgow Central Station on his way to a Labour Party event tonight.",1813,"Dec 7, 2023 · 5:52 PM UTC"
@altermidya,"'WE ARE PALESTINE'   Various artists, organizations, and stores are gathered along Palma Hall at UP Diliman for a solidarity night for Palestine.  Following the end of the 4-day ceasefire in Gaza, calls to end the Israeli occupation of Palestine are highlighted in tonights event.",443,"Dec 7, 2023 · 9:28 AM UTC"
@canarymission,"🔴  Nour Qutyan, the spokesperson for the Philly Palestine Coalition, led several rallies both before & after the October 7th Hamas massacre. On Oct. 19, Qutyan led a disruption of a City Council meeting where council members had condemned Hamas. https://canarymission.org/individual/Nour_Qutyan",390,"Dec 7, 2023 · 8:30 PM UTC"
@Sprinter00001,Saudi Prince Talal bin Abdulaziz bin Bandar Al Saud crashed during a training flight of a Royal Air Force F-15SA fighter.,109,"Dec 7, 2023 · 8:27 PM UTC"
@ashhanntii,i just wanna hold junior already. 🥺,0,"Dec 8, 2023 · 3:37 AM UTC"
@YayAreaNews,"Activists took down the US Flag and replaced it with Palestine Flag in San Francisco, California 🌉 🇵🇸",681,"Dec 7, 2023 · 5:33 AM UTC"
@KindaHagi,"going to a rally in support of israel is pro-war. and it is fully in line with the position of the canadian government. nobody will ever face any consequences for that, what does anyone have to gain from pretending they will?",396,"Dec 7, 2023 · 7:04 PM UTC"
@lmharpin,"The group that targeted Keir Starmer in Glasgow, the Scottish Palestine Solidarity Campaign, issued the following statement on Oct 7th, the very same day as the Hamas terror atrocity in Israel. Their feed on here is littered with retweets of David Miller and Lowkey and worse.",48,"Dec 8, 2023 · 12:22 AM UTC"
@SolScribbles,YOU WOULDNT BELIEVE WHO MADE THIS GIF,2875,"Dec 7, 2023 · 7:51 AM UTC"
@everlikeme,ronaldo and messi have not opened their mouths in support of palestine in the last 2 months…despite having the 2 most followed accounts on instagram yet they aren’t held accountable for it,5902,"Dec 7, 2023 · 4:40 PM UTC"
@avecamourremus,i hate you,0,"Dec 8, 2023 · 3:37 AM UTC"
@The_NightReport,"Israel murdered this innocent baker who fed his camp in Palestine.  IDF identifies all of these as Hamas:  Children Women Schools Universities Mosques Journalists Teachers Doctors  Now, the baker was also Hamas?   RIP Omar Manaa 💔🕊️",69,"Dec 8, 2023 · 1:11 AM UTC"
@FuriousNoah_,Hey man I’m busy watching the game awards rn,0,"Dec 8, 2023 · 3:37 AM UTC"
@NettaJxn,I hate what’s happening in Gaza,0,"Dec 8, 2023 · 3:37 AM UTC"
@ECarpMain,Notice how in this map they’ve already erased Palestine.,1,"Dec 8, 2023 · 3:37 AM UTC"
@_rafifk,I’m hoping to see TGA addressing the massive layoffs our industry went through although we had record profits.  I’m also hoping to see TGA addressing the open letter regarding Palestine that over 2.9k game devs have signed.,1026,"Dec 7, 2023 · 5:33 PM UTC"
@Lowkey0nline,"""Please call for a ceasefire! Free Palestine!""  The British monarch, Charles of Windsor, is confronted by a pro-Palestinian protestor.",3499,"Dec 7, 2023 · 7:47 PM UTC"
@canarymission,"Dr. Mohammed Alghamdi, who was filmed ripping down posters of Israelis kidnapped by Hamas, was a physician and professor @PENN. Now, he no longer has a profile on the @PennMedicine website. During the last attack on Israel by Hamas in May 2021, Alghamdi tweeted: “#Palestine is a test for your moral compass, no matter what your religion, race, or nationality is.""",8238,"Dec 6, 2023 · 6:56 PM UTC"
@missfalsteenia,look at their faces. they’re so exhausted.   they relive the same day over & over again.,63108,"Dec 7, 2023 · 1:16 PM UTC"
@mhdksafa,Nowhere is safe in Gaza. Nowhere is safe in Gaza. Nowhere is safe in Gaza.  Keep pushing for a ceasefire. Don’t stop talking about Gaza.,28829,"Dec 7, 2023 · 6:46 AM UTC"
@warfareanalysis,🔻Do you think these men will retreat?,138,"Dec 8, 2023 · 2:01 AM UTC"
@CarlSvoboda,first u give israel 18 billions $ next day Israel invades Palestine and now u are pretending to help Gaza. You are man without any integrity or two faces . Go away WHy you are only one who decide about USA Boarders Where is congress Why only one man have that Power LIKE PUTIN,0,"Dec 8, 2023 · 3:37 AM UTC"
@pyanrye,do they have a Goebbels factory or something?,375,"Dec 7, 2023 · 11:08 PM UTC"
@CantEverDie,it’s mind numbing that we’re subjected to endless discourse about how it’s “genocidal” to hold pro-palestinian rallies or say “free palestine” while their civilians keep getting killed by israel.  we see proof of it everyday!  yet we have to pretend like israelis have it worse,1199,"Dec 7, 2023 · 8:50 PM UTC"
@jrseyhardy,Just saw a lady fuck herself with a knife,0,"Dec 8, 2023 · 3:37 AM UTC"
@RadishHarmers,Entering month 3. It's horrible.,15844,"Dec 7, 2023 · 8:23 PM UTC"
@gayloranti,Taylor Swift and Israel after she posts free Palestine on instagram:,5901,"Dec 7, 2023 · 5:09 AM UTC"
@rashaabdulhadi,"Ditto ""haunting palestine""--I am the haunting. I will live to haunt you.",53,"Oct 20, 2023 · 1:23 AM UTC"
@Ins0mn_ia_,this gotta be directed by miyazaki theres no way,51887,"Dec 7, 2023 · 2:26 PM UTC"
@DiscussingFilm,‘THE LEGEND OF ZELDA: TEARS OF THE KINGDOM’ wins Best Action/Adventure Game at #TheGameAwards,1887,"Dec 8, 2023 · 3:37 AM UTC"
@itranslate123,I am alive.   What’s good?!   #Gaza #Palestine 🇵🇸,15890,"Nov 26, 2023 · 2:10 PM UTC"
@swilkinsonbc,"The ICC took only a week to indict Russia over Ukraine, but Palestine has been waiting & dying from & suffering israeli atrocities for decades",749,"Dec 7, 2023 · 9:04 AM UTC"
@SammySam2978,oh my goddd sl t your wr st i do not care,0,"Dec 8, 2023 · 3:37 AM UTC"
@marceloscoppa,You are a war criminal You are guilty for the genocide of palestinians Your hands are full of blood of palestine people You are Genocide Joe,0,"Dec 8, 2023 · 3:37 AM UTC"
@bioloveds,THREAD OF UPCOMING US & INTERNATIONAL PROTESTS FOR PALESTINE & DEMANDING CEASEFIRE!! (DECEMBER 8TH) 🇵🇸 🗺️🧵,151,"Dec 8, 2023 · 2:04 AM UTC"
@AliAbunimah,You are immortal dear Refaat. Our hearts are broken but we will not give up the struggle. Our revenge will be a free Palestine.,3961,"Dec 7, 2023 · 9:05 PM UTC"
@CEstateMedia,"If we don't speak up for Palestine, the media propaganda will go unchallenged. Let's set the record straight 👇 https://councilestatemedia.substack.com/p/israel-and-palestine-really-isnt",499,"Oct 7, 2023 · 10:32 PM UTC"
@Barbie_pinke,Frye’s other sweater <3☃️☕️🍂,805,"Dec 7, 2023 · 3:56 PM UTC"
@Betelgeuse100,"Israeli broadcaster Rotem Achihun writes ""Greetings to Gazans"" on bombs about to murder children & babies  Pure evil psychopaths  #GazaGenocide  🎦 @Anna_AnninaEl",46,"Dec 6, 2023 · 10:13 PM UTC"
@swedenfishe,kills my self,4073,"Dec 7, 2023 · 8:59 PM UTC"
@AryJeay,"Take the pictures & videos circulated by israeli accounts about capturing dozens of Hamas fighters with a grain of salt. The POWs in the circulated pictures & videos, based on the clothing left on the ground after they were stripped naked, seem likely to be Palestinian male civilians. However, given the 2 months of war, some captures are anticipated. Without verification from resistance sources, this news remains unreliable and distorted.  I won’t share the images & videos out of respect because they are stripped naked.",2151,"Dec 7, 2023 · 2:33 PM UTC"
@S_C_Fit,The most staggering part about the current genocide is that history is repeating itself by the very ppl who were persecuted.   Their ancestors weren’t murdered for them to commit the very same crimes years later.   It was wrong in Nazi Germany. It’s wrong in Occupied Palestine.,104,"Dec 7, 2023 · 4:53 PM UTC"
@SlayKnotV1,@FarleysEast Fuck you and your coffee shop! Tell those 4 Shithead employees to go try that in Palestine and see how well it works out for them! Hamas would use their heads as soccer balls!,0,"Dec 8, 2023 · 3:37 AM UTC"
@themacrostory,❗🇱🇧🇮🇱 Hezbollah Posts New Video Warning: “We Are Coming”  #Israel #hamas #Gaza #Palestine #Lebanon #Hezbollah #Iran #Iraq #Syria #Yemen #Houthi #hezabollah,166,"Dec 2, 2023 · 3:06 PM UTC"
@solarkarii,A MONSTER APPEARED IN FRONT OF CELLBIT AND HE GOT SCARED 😭😭,564,"Dec 8, 2023 · 2:46 AM UTC"
@AAbuIlya,More to come 🔥,0,"Dec 8, 2023 · 3:37 AM UTC"
@abacus051601,and where is the world's heart? #FreePalestine,0,"Dec 8, 2023 · 3:37 AM UTC"
@Awaited_Hope,"“The belief of Imam #Mahdi (aj), it is a source of #virtue because the belief in the Mahdi means the total elimination of #injustice & #oppression prevailing in the #world.”   Shaheed Ayatollah #Mutahari (ra)   #Palestine #Gaza_Genocide #GazaBleedingWorldSleeping",114,"Dec 7, 2023 · 5:20 AM UTC"
